x,y
34.766,41.249
48.857,30.141
34.775,17.466
23.481,32.109
30.872,32.806
43.623,48.439
48.193,18.293
18.073,44.754
23.11,37.062
37.475,34.291
27.57,45.358
15.861,33.056
32.313,38.022
41.523,27.383
43.557,39.558
17.152,24.866
21.187,42.344
40.461,18.617
49.577,47.56
16.188,41.691
23.245,23.431
26.502,17.495
17.883,39.119
40.981,38.273
43.971,23.242
26.443,38.257
16.025,23.594
29.017,42.826
16.386,17.11
30.853,21.208
46.922,28.948
44.962,36.873
41.896,25.782
43.877,25.637
41.93,34.068
19.909,21.633
49.057,26.401
22.044,24.598
23.18,37.838
31.682,23.701
47.314,21.993
37.249,38.308
31.664,18.685
27.979,37.335
19.339,26.672
46.235,24.061
36.051,45.335
35.446,46.906
17.472,36.126
22.964,44.259
16.397,29.642
41.395,30.536
35.798,17.502
24.695,30.449
15.441,18.205
41.627,19.297
36.093,28.132
46.285,16.37
47.901,28.209
36.962,21.083
33.722,36.063
44.035,40.763
41.968,47.026
44.206,33.324
41.821,26.231
38.265,23.008
46.843,15.705
21.384,45.02
25.951,22.281
43.083,34.444
47.59,38.801
18.141,25.471
27.662,16.793
22.563,34.999
19.313,35.386
43.958,34.704
39.023,31.672
49.214,19.045
48.772,27.675
25.482,36.552
25.388,37.085
37.917,38.723
27.659,30.001
39.851,18.279
25.612,30.6
22.574,24.936
47.781,41.199
39.936,22.838
32.908,44.011
38.129,39.699
24.357,26.845
43.724,33.879
38.35,25.532
25.642,37.838
31.257,22.016
42.006,31.86
33.091,33.867
18.919,33.08
36.839,24.437
20.414,26.824
35.294,26.168
33.192,19.822
37.131,33.644
29.316,21.82
46.239,16.797
30.163,19.7
46.153,29.208
15.899,48.558
29.605,21.834
17.991,29.731
36.847,33.139
43.622,33.445
46.293,34.111
44.815,27.913
33.149,26.991
43.078,37.026
45.594,24.914
44.928,37.787
43.095,43.3
38.965,18.992
15.671,19.591
43.66,36.541
15.998,19.548
23.858,15.564
31.236,29.741
23.072,16.968
23.327,42.264
22.526,47.83
20.376,43.199
22.021,29.841
26.394,15.04
32.15,47.537
44.033,43.904
16.309,40.666
49.445,17.102
43.762,22.203
16.598,22.835
41.561,37.121
36.939,46.427
21.866,23.474
36.992,42.359
25.854,22.646
21.172,42.586
35.24,21.1
19.533,21.62
40.785,27.961
32.939,28.308
18.804,37.324
33.78,16.322
17.708,42.482
39.576,49.134
16.521,22.104
46.017,43.324
29.213,44.213
20.609,19.687
47.948,48.133
25.832,27.749
18.528,34.125
30.893,20.778
24.396,19.621
29.528,18.554
30.777,45.594
39.595,28.108
27.786,27.384
39.739,43.106
41.323,28.591
29.994,37.642
17.756,42.413
49.027,34.185
19.841,35.857
45.768,32.826
26.359,15.037
29.861,44.011
26.291,29.282
20.985,17.795
19.558,17.262
43.404,34.941
28.374,34.432
31.202,15.434
35.657,32.276
45.714,26.213
25.774,35.676
34.812,32.348
17.648,46.227
43.665,24.007
20.94,45.606
33.463,42.786
29.099,17.706
20.282,33.495
20.279,37.202
29.071,15.109
41.925,25.872
39.108,41.094
29.812,35.906
44.219,46.84
42.905,49.238
40.148,30.799
45.385,27.106
44.321,35.833
17.199,23.021
35.372,43.856
45.967,32.97
41.007,26.184
20.854,23.247
28.517,36.108
42.762,39.948
43.773,45.867
19.077,23.951
46.03,41.706
23.265,37.476
39.254,44.768
38.901,43.411
46.132,15.614
24.733,37.129
25.701,48.801
47.096,30.441
48.709,38.024
37.009,46.066
35.613,46.446
27.261,20.937
30.618,26.287
30.361,16.127
46.931,36.952
43.248,38.019
45.571,22.202
29.184,27.313
27.917,26.068
21.395,19.991
15.826,33.803
15.096,16.909
27.978,20.843
36.353,21.223
29.415,21.606
21.546,47.522
18.833,26.171
18.994,19.425
43.584,47.662
36.425,40.185
21.047,24.734
29.537,24.719
40.774,32.375
43.259,39.683
42.855,22.758
29.172,49.869
25.527,15.352
27.401,20.975
49.55,25.606
40.307,24.675
23.261,49.019
20.593,46.769
35.822,34.101
